Mission URL,Category,Overview,Story/Walkthrough
https://reddead.fandom.com/wiki/Paying_a_Social_Call,Chapter_2:_Horseshoe_Overlook,"Under the threat of torture, Kieran leads Arthur, John and Bill out to Six Point Cabin where he claims Colm O'Driscoll is holed up.","Arthur confronts Kieran, who's been tied to a tree in camp, about the O'Driscolls. Bill and Dutch approach, and they decide to threaten Kieran. Dutch orders Bill to ""geld"" (castrate) Kieran straight away, to which Bill finds some burning hot tongs and prepares to use them on Kieran. Before this can happen, Kieran cracks and finally reveals that Colm O'Driscoll is holed up at Six Point Cabin, and offers to take the gang there. Arthur decides to go there, and brings Bill and John (along with Kieran) with him to investigate the supposed O'Driscoll safehouse.
On the journey, Bill tells Arthur that he put some throwing knives into his saddle for Arthur to use, and the player can decide to talk to John or Bill on the way. Upon arrival, they see three O'Driscolls in the forest. One proceeds to urinate on a tree and, while doing so, the player can either dispatch him silently from afar using the bow, sneak up on him with a knife, or send Bill to silently kill him. There will be another two guards, where Arthur and Bill kill one each - again, the player can choose either a ranged kill or to sneak up on them.
After either Arthur or John silently kill one more O'Driscoll, a gunfight breaks out between the trio and the O'Driscolls, where the Van der Linde gang members emerge victorious. With the O'Driscolls defeated, Arthur searches the cabin in the hope of finding Colm but, as soon as he enters, a final O'Driscoll jumps him, and knocks him to the ground. Luckily for Arthur, Kieran appears and fatally shoots the O'Driscoll, saving Arthur's life.
Arthur reluctantly thanks Kieran, before realising that Colm isn’t there. He comes to the conclusion that Kieran set them up, and angrily points his gun at him. Kieran quickly points out that he wouldn’t have saved Arthur’s life if this had been the case, and Bill steps in, agreeing with Kieran. Arthur then decides to let Kieran go free, saying that he has done enough to earn his freedom. Unsatisfied, Kieran says that he wouldn’t last long by himself and that it would be as good as killing him, especially with Colm’s men hunting him. After some more convincing, Arthur finally allows Kieran to stay with the gang, and tells Bill and John to take Kieran back to camp.
Arthur then searches the chimney in the cabin, after Kieran mentioned that there may be some money there. He retrieves the money, as well as a shotgun from above the fireplace."
https://reddead.fandom.com/wiki/We_Loved_Once_and_True_I_%26_II,Chapter_2:_Horseshoe_Overlook,"After receiving a letter from Mary Linton, Arthur Morgan heads to Chadwick Farm to hear what she has to say.","In camp, Susan Grimshaw will inform Arthur that Mary sent a letter from Valentine. It is revealed the letter was picked up by one of the girls in camp, who was recognized by Mary as one of the gang members. Mary learned that the gang was camped near the town, and thus requested the letter to be delivered to Arthur.
Arthur is surprised to find Mary still willing to contact him after years of separation. He then goes to his tent to read the letter. After doing so, Arthur was noticeably lost in thoughts for a while. He can then proceed to find Mary at Chadwick Farm near Valentine.
When Arthur arrives at the farm and knocks at the door, an older woman opens up and points a gun at him. After Arthur states his business, she goes back into the house to inform Mary about his arrival. Afterward, she and Arthur have a short conversation before she asks him to check on her brother Jamie in Cumberland Forest, who has joined the Chelonians, a religious cult. She believes the cult is quite mad and will probably kill him.
The player can then decide if Arthur helps Mary or not. Choosing to help her will unlock the third part of the mission."
https://reddead.fandom.com/wiki/Pouring_Forth_Oil_I,Chapter_2:_Horseshoe_Overlook,"Following Mary-Beth's train lead, John and Arthur plan to steal an oil wagon to block the tracks.","In camp, Susan Grimshaw informs Arthur that John was looking for him, and is by the tree. When Arthur goes to John, John says that Uncle told him about a potential train robbery that was discovered by Mary-Beth during a trip to Valentine. Arthur is initially reluctant, until John tells him of his idea to get an oil wagon and put it onto the tracks, to force the train driver to stop the train. Impressed by this idea, Arthur volunteers to find a suitable oil wagon while John heads into Valentine to get additional supplies and something for Abigail."
https://reddead.fandom.com/wiki/We_Loved_Once_and_True_III,Chapter_2:_Horseshoe_Overlook,"After finding Jamie in Cumberland Forest with the Chelonian religious order, Arthur tries to convince him to return to Mary.","When Arthur finds Jamie with the Chelonians, they form a shell of safety around themselves. Arthur asks the Chelonians if he could speak with Jamie, who is surprised to see him and Arthur tells him that Mary is worried about him.
The Chelonian Master, who is the leader of the group approaches Arthur and says Jamie has chosen a path. Arthur explains to the Chelonian Master that Jamie's sister wants to talk to him. Jamie tells Arthur he has chosen a path.
The Chelonian Master states that he has chosen a path and safety and asks Arthur what path has he chosen and what do they search for. Arthur can respond positively or negatively to the leader.
If the player responds positively, the Chelonian Master will allow Arthur to speak to Jamie.
If the player responds negatively, the Chelonian Master will not allow Arthur to speak to Jamie. Arthur gets angry and decides to choke the Chelonian Master, who is rendered unconscious.
Jamie, no matter which response the player gives to the Master, refuses to talk and go with Arthur. He runs off and gets on his horse. Arthur chases after him and Jamie falls off his horse, before they are separated on either side of a moving train. Arthur yells to Jamie to stop, which he does. When the train leaves, Jamie attempts to kill himself with his revolver, which Arthur must shoot out of his hand using Dead Eye Targeting. After this, Jamie realizes the error of his ways, and Arthur will take him back to Mary."
https://reddead.fandom.com/wiki/The_Sheep_and_the_Goats,Chapter_2:_Horseshoe_Overlook,"Arthur helps John with a plan to rustle a herd of sheep and sell them at auction in Valentine.
After selling the sheep, Arthur, John, Dutch and Strauss are confronted by Leviticus Cornwall and his henchmen, which turns into a shootout.","Arthur meets with John in the south part of Valentine near the auction yard. John says that he has found a lead, and points out some sheep in a pen. He then tells Arthur to follow him to the gun store to buy a sniper rifle. As they walk through town, Arthur tells John about how returning to Blackwater is still too dangerous despite Dutch's talk and how the world is changing around them and believes they may be ""the last"". Once at the gun store, Arthur buys a Rolling Block Rifle, since John isn't on good terms with the gunsmith. Arthur then follows John on horseback towards the valley.
During the ride, the pair argue about John's family ways with Jack, during which Arthur advises John to ""not be two people at once"". John then tells Arthur his plan; to steal a herd of sheep heading from Emerald Ranch for sale and auction them. The pair head to the top of a cliff, where they see the herd passing below. Arthur follows John's instructions and shoots the ground to scare the ranch hands. Arthur and John then ride to the scattered sheep and round them up before leading them to the auction house, with Arthur directing the sheep due to John's inability to do so.
However, the auctioneer becomes suspicious of the sheep's origins and argues with Arthur. John will then negotiate his requested 25% share down to 18% to prevent him from snitching. Arthur and John then meet up with Dutch at the nearby Keane's saloon who is arguing with Strauss.
Dutch beckons Strauss and John to collect the payment on the sheep before asking Arthur to join him for a drink. Shortly thereafter, Leviticus Cornwall arrives with an entourage of private guards outside the saloon, demanding Dutch to show himself. He has John and Strauss held outside as hostages. Cornwall leaves before Dutch and Arthur confront the men, and Dutch vocally distracts them so Arthur can draw his gun and free John and Strauss. After the guards have been dispatched, a firefight will then ensue in the town. While making a run through the main street, Strauss is shot and the others are forced to grab a wagon to serve as cover and protect him. Once the group gets far enough, Arthur picks up Strauss and moves him to the back of John's horse.
Due to the skirmish in the town, Dutch decides that the gang will have to move camp again before fleeing with John and Strauss. Arthur stays behind and escapes Valentine and the law before heading back to camp at Horseshoe Overlook."
https://reddead.fandom.com/wiki/Money_Lending_and_Other_Sins_I_%26_II,Chapter_2:_Horseshoe_Overlook,"At the camp, Strauss asks Arthur to retrieve money from three debtors that owe him money. Arthur must collect debts from ranch hand Chick Matthews, Polish smallholder farmer Mr. Wróbel, and ranch maid Lilly Millet.","Money Lending and Other Sins I[]
Leopold Strauss greets Arthur at the camp and asks Arthur to help him with his loaning business. He tells Arthur to collect the debts from three people.
Money Lending and Other Sins II[]
Chick Matthews[]
Chick will be located at Guthrie Farm. Chick will be seen grooming his horse.
Arthur can ask a rancher siting on a log if he has seen Chick. The rancher will say that Chick is over there. Chick will be seen fleeing on his horse. Arthur chases him and lassos him off his horse, to which Chick then tells Arthur that he hid the money in a tree, giving him a map to show where the money is located.
Wróbel[]
Mr. Wróbel will be located on his farm Painted Sky.
Arthur bursts into Wróbel's home and confronts him, but Wróbel, a Polishman, speaks very little English. Arthur attempts to help Wróbel understand what he is saying, but to no avail. Arthur mentions Leopold Strauss' name, which Wróbel immediately recognizes. He panics and tries to explain why he has no money, but Arthur, now angered, throws him to the floor and proceeds to beat him repeatedly. Wróbel, terrified for his life, reluctantly allows Arthur to take some of his possessions in lieu of his debt.
Lilly Millet[]
Lilly Millet is located at Emerald Ranch.
Lilly Millet is seen arguing with her boyfriend Cooper about money. She is unhappy that Cooper wasted all of her money, but Cooper assures her that he will pay her back. Arthur then confronts Lilly and asks her to pay her debt, but she states that she does not have the money and looks to Cooper to help her out by paying the debt. Instead of handing over the money, Cooper attacks Arthur, initiating a fight. Cooper is ultimately defeated, and Lilly subsequently tells Arthur that he should take it from Cooper, who has all of the money. Arthur loots Cooper for the debt, but a witness nearby spots this and attempts to tell the law, but Arthur manages to deal with him and stop him from saying anything.
After collecting any of the three debts, Arthur can then go back to camp and put it in the donation box. It will unlock camp Ledger, through which various camp upgrades can be purchased, including Arthur's lodging upgrade which unlocks Fast Travel, and Leather-working Tools, which are required by Simon Pearson to craft upgrades for Arthur's satchel in order to increase its capacity."
https://reddead.fandom.com/wiki/We_Loved_Once_and_True_I_%26_II,Chapter_2:_Horseshoe_Overlook,"After receiving a letter from Mary Linton, Arthur Morgan heads to Chadwick Farm to hear what she has to say.","In camp, Susan Grimshaw will inform Arthur that Mary sent a letter from Valentine. It is revealed the letter was picked up by one of the girls in camp, who was recognized by Mary as one of the gang members. Mary learned that the gang was camped near the town, and thus requested the letter to be delivered to Arthur.
Arthur is surprised to find Mary still willing to contact him after years of separation. He then goes to his tent to read the letter. After doing so, Arthur was noticeably lost in thoughts for a while. He can then proceed to find Mary at Chadwick Farm near Valentine.
When Arthur arrives at the farm and knocks at the door, an older woman opens up and points a gun at him. After Arthur states his business, she goes back into the house to inform Mary about his arrival. Afterward, she and Arthur have a short conversation before she asks him to check on her brother Jamie in Cumberland Forest, who has joined the Chelonians, a religious cult. She believes the cult is quite mad and will probably kill him.
The player can then decide if Arthur helps Mary or not. Choosing to help her will unlock the third part of the mission."
https://reddead.fandom.com/wiki/Money_Lending_and_Other_Sins_III,Chapter_2:_Horseshoe_Overlook,Arthur attempts to reclaim a debt from Thomas Downes but finds him to be destitute.,"Thomas Downes previously borrowed money from Leopold Strauss, who sends Arthur to collect the money. Arthur arrives at the Downes Ranch to reclaim the debt. He encounters Downes in the garden, and confronts him. Downes tries to hit him with a rake, but Arthur blocks it and intimidates Downes, who says he doesn't have the money. Arthur beats him and in the process, he coughs blood in Arthur's face. Arthur shrugs this off and continues demanding the money until Downes' wife notices what's happening and tells Arthur to leave, warning him that Thomas isn't well. Arthur rides back to camp and berates Strauss for lending them the money."
https://reddead.fandom.com/wiki/A_Quiet_Time,Chapter_2:_Horseshoe_Overlook,Arthur takes Lenny for a quiet drink in Valentine to help calm him down after learning of Micah's arrest in Strawberry.,"Lenny arrives back at camp with the news that Micah was arrested in Strawberry for murder and that Sheriff Hanley is going to hang him. Dutch instructs Arthur to rescue Micah later and take Lenny into Valentine to calm him down. After arriving, the duo start drinking, until a patron named Jeb annoys the pair, and Arthur can either charm, intimidate, or assault him into leaving them alone. If the player does nothing, the charm button will automatically fill slowly until full.
After drinking some more, Arthur loses Lenny and begins looking for him, drunkenly stumbling around the saloon, and finds him upstairs, trying to balance a shot glass on his forehead (before dropping it over the railing, smashing it on the floor below). Reunited, the two start drinking again, but Arthur soon loses him again and after searching the bar a second time finds Lenny downstairs trying to fight off two men from atop the bar counter. Arthur confronts the men, but ends up drunkenly line dancing with the patrons of the bar. After relieving himself outside, Arthur returns to the bar to find Lenny for the third time, but he is so drunk and inebriated by this point that he sees every patron as Lenny (with jumbled-up button prompts and misspelled text to boot). After stumbling around, drunkenly yelling after Lenny and talking to three or more patrons, Lenny finds Arthur, and the pair engage in a slap fight before they return to drinking again. Jeb then re-enters the bar, and steals Arthur's drink out of his hand. This prompts Arthur to grab Jeb by the collar.
The game then cuts to Arthur and Lenny outside, holding Jeb over a water trough. At this point the player can do one of three things before a group of lawmen confront them to arrest the duo for their drunken shenanigans, leading to Lenny's arrest and Arthur fleeing, either escaping and fleeing the town or colliding with a barrel or tripping over a fence, falling over and being arrested as well. The option chosen will affect how the mission ends, with six different endings depending on what happens during these two moments.
Do nothing: if the player does not follow the button prompts to begin trying to drown Jeb in the water trough, he will break free and run away to retrieve the law.
Attempt to drown Jeb: if the player begins the button prompts to drown the patron, but doesn't complete it in time, Jeb breaks free and runs away, retrieving the law.
Drown Jeb: if the player completes the button prompt to drown Jeb, Arthur will drown Jeb until he is unconscious and then dump him onto the ground next to the trough, the law will then find Jeb there and begin searching for the pair.
Arthur escaped from the law, didn't force Jeb into the water trough: Arthur wakes up just south of the camp but is very hung over, gagging and vomiting onto the grass. He then returns to camp to find Lenny, who states he doesn't know what happened during their escape.
Arthur was arrested with Lenny, didn't force Jeb into water trough: Arthur and Lenny wake up in Valentine jail, charged with assault. After the pair post bail, they will pause outside the office, as Lenny vomits into the street, then go their separate ways back to camp.
Arthur escapes, attempted to drown Jeb: Arthur meets with Lenny back at camp, who was arrested and had to post bail for assault. Lenny then laments last night's events with Arthur, comparing it to Micah's actions in Strawberry.
Arthur was arrested with Lenny, attempted to drown Jeb: Arthur and Lenny wake up in Valentine jail, where they have been charged with assault. After the pair post bail, they will pause outside the office, as Lenny vomits into the street, then go their separate ways back to camp.
Arthur escapes, drowned Jeb: Arthur meets with Lenny back in camp, who was arrested for attempted murder and had to post bail. Lenny then laments last night's events with Arthur, comparing it to Micah's actions in Strawberry.
Arthur was arrested with Lenny, drowned Jeb: Arthur and Lenny wake up in Valentine jail, where they have been charged with attempted murder. After the pair post bail, they will pause outside the office, as Lenny vomits into the street, then go their separate ways back to camp."
https://reddead.fandom.com/wiki/A_Fisher_of_Men,Chapter_2:_Horseshoe_Overlook,Arthur does a favor for Abigail and takes Jack out on a fishing trip.,"Arthur speaks to Abigail in camp, who asks him to do something fun with Jack, as he seems rather bored. Arthur is reluctant at first, but soon agrees. He heads over to Jack and greets him as he is playing in the grass. He invites Jack to come fishing with him. Jack seems interested, so Arthur mounts his horse and lifts Jack up so they can go. On the way, Jack asks Arthur if they are going back to the gang's previous campsite near Blackwater, as he left his Penny Dreadful storybook there. Arthur tells they can't go back, but promises to find Jack a new storybook.
Once at the river, the two start fishing, during which Jack decides to pick some flowers and make something. Once Arthur catches at least three fish, Jack shows him a necklace he made out of the flowers, and two Pinkertons interrupt. They introduce themselves as Agents Milton and Ross. They explain that they were dispatched to find the gang after the robbery of one of Leviticus Cornwall's trains near Granite Pass, and that they want Dutch. Arthur tries to play innocent, but Milton says that he has already seen the ""philosophy lesson"" from Mac Callander, whom he had captured and tortured to death after the skirmish in Blackwater. Arthur is infuriated and exchanges hostile words with Milton before the two agents leave.
On the way back to camp, Jack asks why Arthur lied about Dutch and what the agents said about Mac. Arthur hopes that Mac is ""fine where he is"" and tells Jack to not worry about the ""disagreeable men"". After returning Jack to Abigail, Arthur heads over to Dutch to tell him about Milton and Ross and asks what they should do. Dutch believes that the Pinkertons want to scare them, and decides that they should all do nothing and just stay calm."
https://reddead.fandom.com/wiki/Blessed_are_the_Meek%3F,Chapter_2:_Horseshoe_Overlook,"With Micah due to be hanged for a double murder near Strawberry, Arthur attempts to break him out of jail.","Arthur arrives in Strawberry, with Micah in prison. He speaks to Sheriff Hanley, pretending to be a bounty hunter who is looking for the O'Driscolls, but Hanley refuses to release Micah. After exiting, Arthur hears Micah yelling. He goes to the window of his cell, and Micah asks if Arthur is going to free him. Arthur is reluctant, given how much of a thorn in his side Micah has been for the last few months, but eventually, Arthur decides to release him.
Arthur uses a nearby steam donkey to rip out the bars of Micah's cell, allowing him to escape. Immediately after escaping, Arthur gives Micah a revolver, and Micah shoots his O'Driscoll cellmate in the head and a shootout erupts, during which Hanley is killed. With a massive group of lawmen in the town, Arthur prompts Micah to escape, but Micah refuses, saying that he has something to do. He makes his way to a house, to find an ex-associate of his named Norman, who took his prized revolvers. As Norman opens the door, he is immediately shot by Micah and then thrown on the ground, before Micah rushes into the house and kills his wife, Maddy, too. With his revolvers back in his possession, Micah then agrees to escape, and both he and Arthur eventually fend off their attackers and narrowly escape the town.[1]
After they are clear, Micah gives Arthur a second holster as thanks, but Arthur berates Micah for his recklessness in going back for his guns and for killing nearly a whole town. Micah apologises somewhat, and says that he and Arthur are ""sons of Dutch"", which makes them almost brothers, who sometimes make mistakes. He then says that he doesn’t want to return to Dutch empty-handed and wishes to do something to redeem himself, asking Arthur to meet him nearby in Big Valley in the near future."
https://reddead.fandom.com/wiki/An_American_Pastoral_Scene,Chapter_2:_Horseshoe_Overlook,"Following a tip-off, Arthur and Micah rob a banking stagecoach.","Arthur meets Micah at his camp near Strawberry, where Micah asks for his assistance in robbing a banking coach heading towards Strawberry, as a way to repay Arthur for his help in escaping jail.
Arthur follows Micah on horseback until they make it to their destination - a ridge, overlooking where the coach should come through. On the way, the two share a mostly belligerent conversation in which they discuss the security of the coach, and the O'Driscolls. They also argue about Micah's reckless habit of causing endless trouble.
After they reach the destination, the pair ambush the coach and take out all of the guards and the driver, before hijacking it and driving it away. Micah takes the reins, and gives Arthur a Lancaster Repeater to use, saying ""that's more your style than mine"". Things seem to be going well, but once the duo get close to the Dakota River, a horde of O'Driscolls attack them and try to commandeer it for themselves, cutting down a tree to block the road. In the chaos, the carriage is blown up by a stick of dynamite, and the two are thrown into the river. Arthur and Micah manage to successfully eliminate their rival outlaws in the ensuing gunfight, with the few remaining O'Driscolls fleeing.
After the robbers are taken out, Arthur meets with Micah at the overturned bank coach. At Micah's request, Arthur shoots the lock and opens the lockbox, which contains a hefty take. The two split the loot between them and then ride their separate ways back to camp."
https://reddead.fandom.com/wiki/Further_Questions_of_Female_Suffrage,Chapter_3:_Clemens_Point,"To get her out of camp for a while, Arthur takes Sadie into Rhodes to collect supplies.","Arthur comes across Pearson and Sadie having a heated argument. Sadie is discontent with having to stay in camp all day and do nothing but cook, stating that when her husband was alive, they shared the chores around their ranch. Arthur decides to take her into Rhodes to buy more supplies for Pearson. Before they leave, Pearson gives Arthur a letter to post for him.
On their way, Sadie cheekily reads Pearson's letter (which is for his aunt Cathy) while mockingly imitating him, which amuses Arthur. Upon arriving, Sadie wants to rob the store, but Arthur tells her they are not meant to cause any trouble. Sadie enters the store while Arthur goes to the post office to mail Pearson's letter. When returning to the wagon, Sadie is seen with new attire and bickering at the store clerk, who is loading boxes into the back of the wagon.
As they are heading back to the camp, Sadie expresses her sadness of how both her home and possessions were destroyed and how she used to enjoy playing the harmonica. Arthur apologizes and offers to find a new harmonica for her. Sadie just tells him to treat her like everyone else and firmly declares that no one will ever ruin her life again. Suddenly, two members of the Lemoyne Raiders approach them and order them to stop. Sadie refuses, shoots one of them and runs down another with the wagon, resulting in more members attacking.
After Arthur and Sadie fight them off, they drive the wagon back into camp, and Arthur decides to not tell Dutch about their encounter. Upon arriving, they help Pearson unload the supplies from the wagon. Sadie thanks Arthur for taking her out and Arthur replies that he would be happy to ride with her again."
https://reddead.fandom.com/wiki/Friends_in_Very_Low_Places,Chapter_3:_Clemens_Point,Trelawny invites Arthur to see a discouraged worker at Rhodes post office about any available stagecoaches to rob.,"Arthur speaks to Trelawny at camp, who asks him to come to Rhodes to speak to a teller at the post office, who will be able to provide Arthur with tips about stagecoaches worth stealing.
Once Arthur and Trelawny reach town, they enter the post office, where Trelawny will start a conversation with the teller, Alden Carruthers. After a bit of small talk, Arthur gives him some money in exchange for information on a stagecoach which is due to come through Siltwater Strand. Before the pair leave, Alden tells them that there is another clerk in Strawberry who is a member of the “discouraged men” association (as Trelawny calls it).
On their way to Siltwater Strand, Arthur makes known his apprehension on returning to Strawberry, considering the damage he caused there when he rescued Micah. Trelawny assures him that there should not be anyone left who would remember him, considering that nearly the whole town was massacred. He also comments on how popular the gang is becoming with all the trouble they have been causing, and believes they will all be dead soon enough. Arthur replies that he hopes they will all be free before that happens.
Once they reach the interception point, Trelawny decides to not rob the coach violently and tells Arthur to keep his guns holstered. He hands Arthur a lock breaker to open the strongbox in the back of the coach silently while he distracts an opera singer, Chester Damsen, and her driver. They see the coach, and Trelawny rides up to it and convinces Damsen to sing to him while Arthur rides further behind to avoid being seen. While Damsen sings to Trelawny, Arthur silently opens the lockbox, seizes the money, and sneaks away.
Trelawny joins him soon afterwards after the coach leaves, and the two share the take between them."
https://reddead.fandom.com/wiki/A_Short_Walk_in_a_Pretty_Town,Chapter_3:_Clemens_Point,"Arthur, Micah, Bill and Sean go to meet some of the Gray boys in Rhodes to discuss a security job.","Arthur meets the other three gang members in Rhodes for the “job”, although both he and Sean are deeply suspicious. Before they can voice any more concerns, they are suddenly ambushed by the Grays. Sean is instantly killed by a shot to the head, and Bill is shot in the shoulder. A massive shootout erupts between the remaining three outlaws and the Gray gunmen.
During the gunfight, Bill is captured by Sheriff Leigh Gray, leaving only Arthur and Micah to fight off the Grays. Both of them break into the Gunsmith's and use it as cover. After the two come out victorious, they approach the Sheriff's office and demand the release of Bill. Along with Archibald MacGregor and two other lawmen, the Sheriff comes out with a gun to Bill's head but is promptly shot in the head and killed by Arthur. In the next few seconds, Archibald and his two allies are subsequently gunned down by Arthur, or by Micah if the player is not quick enough.
With the gunfight over, Arthur reprimands Bill and Micah for their carelessness and expresses his affection for Sean, before asking Bill to give Sean a proper burial."
"https://reddead.fandom.com/wiki/Blood_Feuds,_Ancient_and_Modern",Chapter_3:_Clemens_Point,"Suspecting it was Catherine Braithwaite who kidnapped Jack, the van der Linde gang ride to Braithwaite Manor to get him back.","Upon returning to camp after the events in Rhodes, Arthur learns from Abigail that Jack has disappeared. The gang quickly determines that the Braithwaites took him as revenge for the gang stealing their prized horses. Enraged, Dutch, Arthur, Hosea, John, Charles, Bill, Javier, and Lenny ride to Braithwaite Manor to find Jack.
Upon the gang's arrival, Dutch confronts one of the Braithwaites, and a gunfight erupts. After the gang dispatches the majority of the Braithwaite resistance, Dutch and Hosea venture inside the manor and find Catherine Braithwaite and her sons hiding in a room, barricaded inside. Outside, the gang fends off an attack, and Arthur finds a way into the barricaded room. After killing two of Catherine's sons, the gang locates Catherine and threatens her, demanding Jack's location. When a search of the manor comes up empty, the gang decides to burn the house down. Seeing that one of her sons is barely alive, Dutch shoots him to increase Catherine's agony before dragging her out of her house as the rest of the gang burn it to the ground.
Once outside, Catherine reveals that her sons gave Jack to Angelo Bronte, and the gang decides not to kill her. As the gang rides back to camp, Catherine runs back into her burning home, where she ultimately dies."
https://reddead.fandom.com/wiki/The_Battle_of_Shady_Belle,Chapter_3:_Clemens_Point,John and Arthur clear out the last remaining Lemoyne Raiders from Shady Belle before the gang relocate their caravan there.,"The morning after the assault on the Braithwaite Manor, Dutch and Hosea unsuccessfully attempt to reassure John that Jack will be safe and rescued soon. Pinkerton agents Milton and Ross find the gang's camp at Clemens Point. They offer the gang a deal: that they will be spared and granted amnesty if they leave and allow Dutch to be captured. Every gang member refuses and subsequently warn Milton to leave the camp. Flustered, Milton says that he’ll return with fifty men and that the gang should evacuate the area.
Resultantly, the gang are forced to move again. Recalling Shady Belle, a manor house discovered earlier by Lenny, with a remote location due to it being situated deep within the forest, Dutch sends Arthur and John to investigate it and clear out any remaining Lemoyne Raiders. On the way, John speaks of his dismay over Dutch and Hosea's failed scam with the two families and expresses regret for not taking good enough care of Jack. When they get there, they notice that there are a few Lemoyne Raiders, so the pair kill them and dump their bodies in the swamp just outside. John goes back to the rest of the gang to show them the way, and the gang arrive shortly afterwards. While the others set up the camp, Arthur and Dutch will ride off to the nearby city, Saint Denis, to begin searching for Jack."
https://reddead.fandom.com/wiki/The_New_South,Chapter_3:_Clemens_Point,"Arthur, Dutch and Hosea go out on a fishing trip.","The three men ride out of camp with the intent on going on a fishing trip. Not long after leaving camp, the men encounter Archibald MacGregor and Leigh Gray - the town's deputy and sheriff respectively - transporting a wagon of captured criminals. Dutch spots Trelawny in the back small cell in the back of the wagon, and asks why he is there. Sheriff Gray tells Dutch that Trelawny was caught running an illegal gold prospecting operation, while Anders Anderson springs the lock and escapes with his henchmen.
The Anderson boys jump onto the back of a train speeding away, after which Dutch offers that Arthur will bring them back in exchange for Trelawny's release. The Sheriff agrees, so Archibald jumps aboard Arthur's horse and they give chase to the train. Realizing they cannot keep up with the speeding train, Archibald tells Arthur to jump aboard it, which he does. Arthur moves across the train, knocking out the Anderson boys until he at last comes to Anders, who is beaten unconscious after he attacks Morgan with a knife. After the train stops, Arthur and Archibald put Anders on the back of Arthur's horse and ride to Rhodes. The Sheriff keeps his promise and releases Trelawny, before asking the trio to come back and visit him sometime. Arthur then has the option of going fishing with Dutch and Hosea, or returning to camp."
https://reddead.fandom.com/wiki/The_Course_of_True_Love_I,Chapter_3:_Clemens_Point,Dutch asks you to sniff around Caliga Hall to see what you can find out about the Grays.,"Arthur will first ride to Caliga Hall, where he will go to the front entrance of the property. The guards stop him, but after telling them that Leigh Gray permitted him to look around, they let him through. He then heads to the front steps, and finds a servant who he will question about the family. The servant will tell him to speak to Beau Gray, who is round the side of the house.
Beau will greet Arthur, and then go on to talk about his Romeo and Juliet-style love for Penelope Braithwaite, a woman from a rival plantation family. Arthur is rather bemused and goes to leave, but cannot resist the temptation of being offered money to give Penelope a love letter and gift from Beau."
https://reddead.fandom.com/wiki/American_Distillation,Chapter_3:_Clemens_Point,"Arthur, Dutch and Bill become temporarily deputized citizens of the Scarlett Meadows Sheriff's Office as they help Archibald shut down a moonshine distillery and steal a wagon-load of the Braithwaites' moonshine.","Arthur meets Dutch and Bill at the Scarlett Meadows Sheriff Office in Rhodes, where Dutch will tell him that Sheriff Gray has made them temporary deputies, so that they can help Archibald shut down a moonshine distillery. Arthur and Archibald mount a wagon, while Dutch and Bill ride behind them. Archibald regales Arthur with the Rhodes history, as well as the Gray-Braithwaite feud. Along the way, they will come across the dead body of a Lemoyne state legislator named Fredrick Mitchell, who was killed by the Lemoyne Raiders.
The four men finally arrive at the swamp where the moonshiners are working, and they split up. Arthur and Bill take one side and knock out the moonshiners over there, while Dutch and Archibald attack the other side. They then pick up the moonshiners, as well as the moonshine itself, and deposit them in the wagon.
Archibald then tells Arthur and Bill to blow up the moonshiners' distillery with dynamite. Arthur does so, but the buyers, who are a group of Lemoyne Raiders, hear the commotion from their camp nearby. A gunfight ensues, and Arthur and Bill fight them off. The pair then return to the carriage, where they see that Archibald has not yet destroyed the moonshine. He explains that it is ""traditional"" for the law to drink the moonshine as reward for dealing with the criminals, and offers most of it to the gang. Dutch accepts, and Bill drives the wagon back to camp while Archibald escorts the captured moonshiners away.
As Arthur and Dutch ride off together, Dutch says that with the help of Hosea, he reckons that they will be able to play both the Grays and the Braithwaites from both sides. Arthur teases Dutch on how he is talking like ""the young Dutch"", and Dutch challenges him to a race back to camp, which the player can choose to accept or decline."
https://reddead.fandom.com/wiki/An_Honest_Mistake,Chapter_3:_Clemens_Point,"Uncle receives a tip-off and rides off with Arthur, Charles and Bill to rob a wagon carrying payroll.","In camp, Molly O'Shea calls Arthur over to talk to him about Dutch. However, they are quickly interrupted by Uncle, who has received a tip-off about a supply wagon which is allegedly unguarded. Arthur is at first reluctant, but agrees on it as long as Uncle comes along.
Arthur, Uncle, Charles, and Bill ride out to the crossroads and see the wagon. However, after they stop it, the wagon driver reveals that he works for Cornwall Kerosene & Tar, so when Charles and Arthur loot the wagon, a large number of Cornwall's guards in the vicinity descend upon the gang. Realising that they cannot win by fighting, the gang members flee on horseback into the woods, before hiding in an abandoned barn in an attempt to lose their pursuers.
At night, some of Cornwall's guards arrive on the property to search for the four gang members. An inhabitant of the house informs the guards that they heard something coming from the barn a few hours ago, and so the guards head towards it. The gang try to stay hidden as the guards enter, but Bill accidentally knocks over a bucket, and the gang is forced to fight, with huge numbers of guards attacking them from every direction. The barn eventually begins to burn down during the skirmish due to a smashed lantern, resulting in the four retreating into the woods.
Once in the trees, they split up; Arthur goes with Uncle and Charles goes with Bill, and after eventually reuniting and finishing off the last of their pursuers, the four split the take and separately make their way back to camp."
